title,mixed fandom,ships,characters,hits,kudos,published
JoJo's Bizarre Academia: Multiversal Madness,"[""Fandoms:\nジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, What If...? (TV 2021)""]","['Bakugou Katsuki & Midoriya Izuku', 'Dio Brando & William Anthonio Zeppeli', 'Jonathan Joestar & Robert Edward O. Speedwagon', 'Other Relationship Tags to Be Added']","['Bakugou Katsuki', 'Jonathan Joestar', 'Dio Brando', 'William Anthonio Zeppeli', 'Robert Edward O. Speedwagon', 'Ancient One (Marvel)', 'Uatu (Marvel)', 'Midoriya Izuku', 'Kirishima Eijirou', 'Uraraka Ochako', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Iida Tenya', 'George Joestar I (JoJo: Phantom Blood)', 'Kaminari Denki', 'Yaoyorozu Momo', 'Sensei | All For One', 'Other Character Tags to Be Added']",285,10,14 Aug 2022
História para adoção,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],['Midoriya Izuku'],14,,14 Aug 2022
All Aboard! Plus Ultra!,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Pocket Monsters | Pokemon (Main Video Game Series)']","['Uraraka Ochako & Kudari | Emmet', 'Uraraka Ochako & Original Character(s)', 'Pocket Monsters | Pokemon & Uraraka Ochako']","['Uraraka Ochako', 'Kudari | Emmet', 'Original Pokemon Trainer(s)', 'Original Pokemon Professor(s)', 'Hinoarashi | Cyndaquil', 'Bachuru | Joltik']",118,8,14 Aug 2022
Promise?,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Inko & Midoriya Izuku', 'Midoriya Izuku & Beast Regent Serosh']","['Midoriya Izuku', 'Midoriya Inko', 'Muscular (My Hero Academia)', 'Beast Regent Serosh (Elden Ring)', 'Musutafu Police Department Officers (My Hero Academia)']",670,45,14 Aug 2022
The Last Great Heist,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Team Fortress 2']",[],"['Eri (My Hero Academia)', 'Midoriya Izuku', 'Scout (Team Fortress 2)', 'Spy (Team Fortress 2)', 'Demoman (Team Fortress 2)', 'Soldier (Team Fortress 2)', 'Heavy (Team Fortress 2)', 'Sniper (Team Fortress 2)', 'Pyro (Team Fortress 2)', 'Engineer (Team Fortress 2)', 'Medic (Team Fortress 2)', 'Toogata Mirio', 'Aizawa Shouta | Eraserhead', 'Shuuzenji Chiyo | Recovery Girl', 'Todoroki Enji | Endeavor', 'Usagiyama Rumi | Miruko', 'Bakugou Katsuki', 'Hatsume Mei', 'Takami Keigo | Hawks', 'Fourth Kind (My Hero Academia)', 'Tatsuma Ryuuko | Ryuukyuu']",3651,149,14 Aug 2022
Sharing Your Warmth,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Kirishima Eijirou/Midoriya Izuku'],"['Kirishima Eijirou', 'Midoriya Izuku']",397,26,14 Aug 2022
Weekend with Dad,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Midoriya Izuku', 'Sensei | All For One', 'Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead', 'Bakugou Katsuki']",833,71,14 Aug 2022
Homecoming,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Dabi | Todoroki Touya/Todoroki Shouto'],"['Dabi | Todoroki Touya', 'Todoroki Shouto']",1488,163,14 Aug 2022
don't piss,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Uraraka Ochako']",579,88,14 Aug 2022
Let Me Love You!,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Kaminari Denki', 'Sero Hanta', 'Todoroki Shouto', 'Midoriya Izuku']",1528,58,14 Aug 2022
Dragonspawn (My Hero Academia SI),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['No Romantic Relationship(s)'],"['Original Characters', 'Tatsuma Ryuuko | Ryuukyuu', 'Kodai Yui', 'Yoarashi Inasa', 'Class 1-B (My Hero Academia)', 'Kan Sekijirou | Blood King', 'Tokage Setsuna', 'Monoma Neito', 'Tsunotori Pony', 'Midoriya Izuku', 'Todoroki Shouto', 'Todoroki Enji | Endeavor']",114604,2450,14 Aug 2022
Absolute Power Corrupts Absolutely,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki & Todoroki Shouto', 'Midoriya Izuku & Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Dabi | Todoroki Touya/Takami Keigo | Hawks']","['Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Izuku', 'Uraraka Ochako', 'Iida Tenya', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shigaraki Tomura | Shimura Tenko', 'Sensei | All For One', 'Dabi | Todoroki Touya', 'Todoroki Rei', 'Todoroki Fuyumi', 'Todoroki Natsuo']",178,9,14 Aug 2022
Suffering is Only Skin Deep,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugo Katsuki X OC - Relationship'],"['Bakugo Katsuki', 'Kirishima Eijirou', 'Bakugou Mitsuki', 'Aizawa Shouta | Eraserhead', 'Shuuzenji Chiyo | Recovery Girl', 'Midoriya Izuku']",226,5,14 Aug 2022
Pheonix Fire,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Takami Keigo | Hawks/Original Female Character(s)'],"['Takami Keigo | Hawks', 'Todoroki Enji | Endeavor', 'Dabi | Todoroki Touya', 'Bakugou Katsuki']",47,1,14 Aug 2022
You're The Only Reason I'm Floating Here,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Iida Tenya/Midoriya Izuku'],"['Midoriya Izuku', 'Iida Tenya', 'Bakugou Katsuki']",133,15,14 Aug 2022
Mha July Challenge 2022,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Asui Tsuyu & Shinsou Hitoshi', 'Todoroki Shouto/Yaoyorozu Momo', 'Bakugou Katsuki/Uraraka Ochako', 'Amajiki Tamaki/Toogata Mirio', 'Midoriya Izuku/Todoroki Shouto']","['Asui Tsuyu', 'Shinsou Hitoshi', 'Kaminari Denki', 'Aizawa Shouta | Eraserhead', 'Yaoyorozu Momo', 'Todoroki Shouto', 'Bakugou Katsuki', 'Uraraka Ochako', 'Toogata Mirio', 'Amajiki Tamaki', 'Midoriya Izuku']",176,5,14 Aug 2022
A Bone To Pick.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Uraraka Ochako', 'Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Nezu', 'Shinsou Hitoshi', 'Midoriya Izuku']",11423,1132,14 Aug 2022
Police State,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Jirou Kyouka/Tokoyami Fumikage']","['Bakugou Katsuki', 'Midoriya Izuku', 'Iida Tenya', 'Uraraka Ochako', 'Jirou Kyouka', 'Tokoyami Fumikage', 'Aizawa Shouta | Eraserhead', 'Nedzu (My Hero Academia)', 'Yagi Toshinori | All Might', 'Tsukauchi Naomasa', 'Snipe (My Hero Academia)', 'Okuta Kagerou | Giran', 'Eri (My Hero Academia)']",99876,5479,14 Aug 2022
My Hero Academia Villain Rehab- *ON HOLD*,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Sako Atsuhiro | Mr. Compress & Shigaraki Tomura | Shimura Tenko', 'Bubaigawara Jin | Twice/Toga Himiko']","['Toga Himiko', 'Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Nezu', 'Tsukauchi Naomasa', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Bakugou Katsuki', 'Midoriya Izuku', 'Iida Tenya', 'Mineta Minoru', 'Monoma Neito', 'Hazel Smith | Hebi', 'Todoroki Shouto', 'Kaminari Denki', 'Ashido Mina', 'Yaoyorozu Momo', 'Asui Tsuyu', 'Satou Rikidou', 'Ojiro Mashirao', 'Jirou Kyouka', 'Sero Hanta', 'Kirishima Eijirou', 'Tokoyami Fumikage', 'Shouji Mezou', 'Kouda Kouji', 'Aoyama Yuuga', 'Hagakure Tooru', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Class 1-A Girls (My Hero Academia)', 'Class 1-A Boys (My Hero Academia)', 'Original Characters', 'Todoroki Enji | Endeavor']",1313,35,14 Aug 2022
Day 7: Work out,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki', 'Midoriya Izuku', 'Kaminari Denki', 'Ashido Mina']",2479,63,14 Aug 2022
"Sleep Well, Little Children",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Shigaraki Tomura | Shimura Tenko & Yagi Toshinori | All Might'],"['Yagi Toshinori | All Might', 'Shigaraki Tomura | Shimura Tenko']",1419,156,11 Aug 2022
Playtime,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Yagi Toshinori | All Might/Reader'],"['Yagi Toshinori | All Might', 'Female Reader - Character']",1282,37,12 Aug 2022
"darling, you're so pretty it hurts",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Jirou Kyouka/Yaoyorozu Momo', 'Jirou Kyouka & Shinsou Hitoshi', 'Ashido Mina & Jirou Kyouka & Shinsou Hitoshi']","['Jirou Kyouka', 'Yaoyorozu Momo', 'Kaminari Denki', 'Ashido Mina', 'Sero Hanta', 'Bakugou Katsuki', 'Shinsou Hitoshi', 'Intelli Saiko']",440,53,12 Aug 2022
My Lovely,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Toga Himiko/Uraraka Ochako'],"['Toga Himiko', 'Uraraka Ochako']",952,93,12 Aug 2022
i'm the only one who holds her,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Dabi | Todoroki Touya/Original Female Character(s)'],"['Dabi | Todoroki Touya', 'Original Female Character(s)', 'Shigaraki Tomura | Shimura Tenko', 'Sako Atsuhiro | Mr. Compress', 'Toga Himiko', 'Bubaigawara Jin | Twice', 'Iguchi Shuuichi | Spinner', 'League of Villains (My Hero Academia)']",69,1,11 Aug 2022
Let’s Remember,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Class 1-A (My Hero Academia)', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'League of Villains (My Hero Academia)', 'Yamada Hizashi | Present Mic', 'Bakugou Mitsuki', 'Midoriya Inko', 'Yagi Toshinori | All Might']",1184,62,11 Aug 2022
Leaping - Landing,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', ""Aizawa Shouta | Eraserhead's Mother"", ""Aizawa Shouta | Eraserhead's Father"", ""Aizawa Shouta | Eraserhead's Parents"", 'Yamada Hizashi | Present Mic']",303,24,11 Aug 2022
thawing,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Izuku']",4790,688,12 Aug 2022
"Make love with me, Kacchan",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kaminari Denki', 'Yaoyorozu Momo']",9188,696,12 Aug 2022
"Play with fire, dabi x reader",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi | Todoroki Touya/Reader', 'dabi - Relationship']","['Dabi | Todoroki Touya', 'Todoroki Fuyumi', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Todoroki Rei', 'Tsukauchi Naomasa', 'Tsukauchi Makoto', 'Todoroki Natsuo', 'Midoriya Izuku', 'Bakugou Katsuki', 'Yagi Toshinori | All Might']",132,3,12 Aug 2022
Cursed,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki & Uraraka Ochako']","['Uraraka Ochako', 'Bakugou Katsuki', 'Kirishima Eijirou']",326,35,12 Aug 2022
Todoroki and his observations,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kaminari Denki & Todoroki Shouto', ""Kaminari Denki & Kaminari Denki's Family"", 'Jirou Kyouka & Kaminari Denki', 'Kaminari Denki & Tokoyami Fumikage', 'Ashido Mina & Kaminari Denki']","['Kaminari Denki', ""Kaminari Denki's Family"", 'Todoroki Shouto', 'Ashido Mina', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Original Characters', 'Jirou Kyouka', 'Tokoyami Fumikage']",437,25,12 Aug 2022
Sticky Notes & Sleep Deprivation,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku/Shinsou Hitoshi']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Cats - Character', 'many cats - Character']",948,70,11 Aug 2022
Can’t Rush Perfection,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Nedzu', 'Ranchi Rasshu & Ken Ishiyama']","['Midoriya Izuku', 'Nedzu (My Hero Academia)', 'Midoriya Inko', 'All Might', 'Ranchi Rasshu', 'Ken Ishiyama', 'Akaguro Chizome | Stain', 'Dabi | Todoroki Touya', 'Aoi Chisuke | Todoroki Touya']",853,112,11 Aug 2022
what the fuck is a pro hunter? - BNHA/HXH CROSSOVER,"['Fandoms:\nHunter X Hunter, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Kirishima Eijirou', 'Kaminari Denki/Sero Hanta', 'Monoma Neito/Shinsou Hitoshi', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Gon Freecs/Killua Zoldyck', 'Hisoka/Illumi Zoldyck', 'Gon Freecs & Killua Zoldyck', 'Gon Freecs & Kurapika & Leorio Paladiknight & Killua Zoldyck', 'Ging Freecs & Gon Freecs', 'Hisoka & Illumi Zoldyck', 'Zoldyck Family & Zoldyck Family', 'Alluka Zoldyck & Illumi Zoldyck', 'Killua Zoldyck & Illumi Zoldyck', 'Illumi Zoldyck & Zoldyck Family', 'Gon Freecs & Kaito | Kite', 'Midoriya Izuku & Todoroki Shouto', 'Bakugou Katsuki & Midoriya Izuku', 'Monoma Neito & Toga Himiko', 'Class 1-B & Monoma Neito', 'Kendou Itsuka & Yaoyorozu Momo', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya & Todoroki Shouto']","['Gon Freecs', 'Killua Zoldyck', 'Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Illumi Zoldyck', 'Hisoka (Hunter X Hunter)', 'Alluka Zoldyck', 'Zoldyck Family', 'Kaminari Denki', 'Sero Hanta', 'Monoma Neito', 'Shinsou Hitoshi', 'Reina | Kite (Hunter X Hunter)', 'Kurapika (Hunter X Hunter)', 'Leorio Paladiknight', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)']",1478,78,11 Aug 2022
Photograph Feelings (KRBK Month Day 3: Photographs),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku']",118,18,11 Aug 2022
Fractured,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Yagi Toshinori | All Might', 'Bakugou Katsuki/Hakamata Tsunagu | Best Jeanist', 'Takami Keigo | Hawks/Todoroki Enji | Endeavor', 'Rappa Kendou/Toyomitsu Taishirou | Fat Gum', 'Todoroki Shouto/Yoarashi Inasa', 'Sensei | All for One/Original Female Character(s)']","['Midoriya Izuku', 'Yagi Toshinori | All Might', 'Bakugou Katsuki', 'Hakamata Tsunagu | Best Jeanist', 'Takami Keigo | Hawks', 'Todoroki Enji | Endeavor', 'Sensei | All For One', 'Sako Atsuhiro | Mr. Compress', 'Toga Himiko', 'Bubaigawara Jin | Twice', 'Hikiishi Kenji | Magne', 'Gigantomachia (My Hero Academia)', 'Jade Berengar - Character', 'Felix Berengar', 'Shigaraki Tomura | Shimura Tenko', 'Iguchi Shuuichi | Spinner', 'Akaguro Chizome | Stain', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Shirakumo Oboro', 'Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Kan Sekijirou | Vlad King', 'Nedzu (My Hero Academia)', 'Dabi | Todoroki Touya', 'Todoroki Fuyumi', 'Todoroki Natsuo', 'Shiketsu High Students (My Hero Academia)', 'Yoarashi Inasa', 'Todoroki Shouto', 'Rappa Kendou', 'Toyomitsu Taishirou | Fat Gum']",2099,49,11 Aug 2022
10-94,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Dabi | Todoroki Touya/Takami Keigo | Hawks'],"['Takami Keigo | Hawks', 'Dabi | Todoroki Touya', 'Kayama Nemuri | Midnight', 'Takeyama Yuu | Mount Lady', 'Usagiyama Rumi | Miruko']",600,66,11 Aug 2022
#RIPAllMight,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Yagi Toshinori | All Might', 'Class 1-A & Midoriya Izuku', 'Class 1-A & Yagi Toshinori | All Might', 'Bakugou Masaru/Bakugou Mitsuki', 'Midoriya Inko/Yagi Toshinori | All Might']","['Midoriya Inko', 'Class 1-A (My Hero Academia)', 'My Hero Academia Ensemble']",2761,408,11 Aug 2022
Echoes of the Tea Kettle,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Class 1-A & Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Midoriya Izuku & Todoroki Shouto', 'Bakugou Katsuki & Todoroki Shouto']","['Todoroki Shouto', 'Midoriya Izuku', 'Bakugou Katsuki', 'Sero Hanta', 'Tokoyami Fumikage', 'Iida Tenya', 'Ashido Mina', 'Kaminari Denki', 'Yaoyorozu Momo', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Shuuzenji Chiyo | Recovery Girl', 'Kirishima Eijirou', 'Jirou Kyouka', 'Todoroki Rei']",4689,596,11 Aug 2022
Eraser's Eleven,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'erasermic (kinda)', 'Midoriya Izuku/Uraraka Ochako', 'Kaminari Denki & Kirishima Eijirou', 'Takami Keigo | Hawks & Tokoyami Fumikage']","['Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'League of Villains (My Hero Academia)', 'Eri (My Hero Academia)']",47,2,09 Aug 2022
A moment with you,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Todoroki Shouto'],"['Bakugou Katsuki', 'Todoroki Shouto']",710,63,09 Aug 2022
The Smiles That We Make,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['No Romantic Relationship(s)'],"['Midoriya Izuku', 'Eri (My Hero Academia)', 'Yagi Toshinori | All Might', 'Chisaki Kai | Overhaul', 'Shie Hassaikai | Eight Precepts of Death', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Original Characters', 'Shinsou Hitoshi']",517,23,09 Aug 2022
Puella Magi Izuku Magia: Mobius Record,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Magia Record: Puella Magi Madoka Magica Side Story']",[],"['Midoriya Izuku', 'Bakugou Katsuki', 'Akaguro Chizome | Stain', 'Aizawa Shouta | Eraserhead', 'Okuta Kagerou | Giran', 'Yakumo Mitama', 'Tamaki Iroha', 'Other Puella Magi', 'Sensei | All For One']",1846,62,09 Aug 2022
Revamp,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Shinsou Hitoshi & Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi']",6572,402,09 Aug 2022
steal me from my dreams (teach me all about hope),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Shinsou Hitoshi', 'Class 1-A & Midoriya Izuku', 'Class 1-A & Shinsou Hitoshi', 'Hatsume Mei & Midoriya Izuku', 'Hatsume Mei & Shinsou Hitoshi']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'U.A. Faculty (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Hatsume Mei']",23518,2548,09 Aug 2022
frenzy,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],[],9189,628,09 Aug 2022
Bakugou Katsuki's Guide to Ignoring PTSD,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Todoroki Shouto', 'Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'Kaminari Denki/Shinsou Hitoshi', 'Amajiki Tamaki/Toogata Mirio']","['Dabi | Todoroki Touya', 'Kirishima Eijirou', 'Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kaminari Denki', 'Shinsou Hitoshi']",25544,1068,09 Aug 2022
The power of a bunny hair clip,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Sensei | All For One', 'Shigaraki Tomura | Shimura Tenko', 'young Izuku Midoriya', 'Aizawa Shouta (Mentioned)']",1111,94,09 Aug 2022
